Year Installed,Month Installed,Object ID,Address,Location,Street,Placement,Number of Racks,Number of Spaces,Last Edited Date,Geom
0,0,2761,939 EDDY ST,SF Gov Offices: Senior Developments,EDDY,SIDEWALK,1,2,,"(37.7823159483, -122.423112008)"
0,0,2762,2450 SAN BRUNO AVE,SFI Windows & Cabinets,SAN BRUNO,SIDEWALK,1,2,,"(37.7310219483, -122.405302008)"
0,0,2763,2797 UNION ST,UNKNOWN,UNION,SIDEWALK,1,2,,"(37.7956719478, -122.445202008)"
0,0,2764,9 WEST PORTAL AVE,Squat & Gobble,WEST PORTAL,SIDEWALK,1,2,,"(37.7405869477, -122.465765009)"
2002,0,2765,953 MISSION ST,JT Restaurant and Catering,MISSION,SIDEWALK,1,2,,"(37.7815529481, -122.407365009)"
0,0,2766,100 WEST PORTAL AVE,Starbucks,WEST PORTAL,SIDEWALK,1,2,,"(37.7396979478, -122.467480009)"
0,0,2767,2128 15TH ST,Stop Aids Project,15TH ST,SIDEWALK,1,2,,"(37.7661969478, -122.431783009)"
0,0,2768,2840 MARIPOSA ST,Theater of Yugen,MARIPOSA,SIDEWALK,1,2,,"(37.7635829482, -122.411751009)"
0,0,2769,661 HOWARD ST,ThirstyBear Brewing,KAPLAN,SIDEWALK,1,2,,"(37.7854859481, -122.399599009)"
0,0,2770,543 HOWARD ST,UNKNOWN,HOWARD,SIDEWALK,1,2,,"(37.7876539479, -122.396773009)"
0,0,2771,146 GRANT AVE,UNKNOWN,GRANT,SIDEWALK,1,2,,"(37.7882709477, -122.405187008)"
0,0,2772,1200 FOLSOM ST,UNKNOWN,FOLSOM,SIDEWALK,1,2,,"(37.7750749479, -122.410565009)"
0,0,2773,945 MARKET ST,UNKNOWN,MARKET,SIDEWALK,1,2,,"(37.7828869478, -122.408778008)"
0,0,2774,478 OFARRELL ST,UNKNOWN,O'FARRELL,SIDEWALK,1,2,,"(37.7861457878, -122.412403209)"
0,0,2775,688 SAN JOSE AVE,UNKNOWN,SAN JOSE,SIDEWALK,1,2,,"(37.7441819475, -122.422896008)"
0,0,2776,214 TOWNSEND ST,UNKNOWN,TOWNSEND,SIDEWALK,1,2,,"(37.7790969481, -122.393650009)"
0,0,2777,888 TURK ST,UNKNOWN,TURK,SIDEWALK,1,2,,"(37.7818779483, -122.423645009)"
0,0,2778,1132 VALENCIA ST,UNKNOWN,VALENCIA,SIDEWALK,1,2,,"(37.7546819482, -122.421200009)"
0,0,2779,91 WALTER ST,UNKNOWN,WALTER,SIDEWALK,1,2,,"(37.7678169478, -122.432136008)"
0,0,2780,1800 TARAVAL ST,United States Post Office,TARAVAL,SIDEWALK,1,2,,"(37.7428609483, -122.485617008)"
0,0,2781,603 HAIGHT ST,Vickie's Boutique,HAIGHT,SIDEWALK,1,2,,"(37.7716464177, -122.432216008)"
0,0,2782,55 SHERMAN ST,Victoria Manalo Draves Park,SHERMAN,SIDEWALK,1,2,,"(37.7770499479, -122.406580008)"
0,0,2783,2961 16TH ST,Victoria Theater,16TH ST,SIDEWALK,1,2,,"(37.7648589475, -122.418865008)"
0,0,2784,4555 CALIFORNIA ST,Village Market,CALIFORNIA ST,SIDEWALK,1,2,,"(37.7845109478, -122.466506009)"
0,0,2785,1189 POTRERO,Walgreens,24TH ST,SIDEWALK,1,2,,"(37.7533239482, -122.406054009)"
0,0,2786,1496 MARKET ST,Walgreens,MARKET ST,SIDEWALK,1,2,,"(37.7760115176, -122.418946608)"
0,0,2787,1899 FILLMORE ST,Walgreens,BUSH ST,SIDEWALK,1,2,,"(37.786757948, -122.433703008)"
0,0,2788,746 CLEMENT ST,Walgreens,CLEMENT,SIDEWALK,1,2,,"(37.783070948, -122.467376009)"
0,0,2789,1363 DIVISADERO ST,Walgreens,DIVISADERO,SIDEWALK,1,2,,"(37.7822329481, -122.439580009)"
0,0,2790,1899 FILLMORE ST,Walgreens,FILLMORE,SIDEWALK,1,2,,"(37.786757948, -122.433703008)"
0,0,2791,3979 17TH ST,Wild Card,CASTRO ST,SIDEWALK,1,2,,"(37.7622939481, -122.434608008)"
0,0,2792,584 VALENCIA ST,Wo Hing General Store,VALENCIA,SIDEWALK,1,2,,"(37.7636119479, -122.422059009)"
0,0,2793,4005 JUDAH ST,Wo's Restaurant,JUDAH,SIDEWALK,1,2,,"(37.7602519582, -122.505019008)"
0,0,2794,1500 16TH ST,Yoga Tree World Gym,16TH ST,SIDEWALK,1,2,,"(37.7667719475, -122.402094009)"
0,0,2795,11 03RD ST,Subway,03RD ST,SIDEWALK,1,0,,"(37.7874103881, -122.403033209)"
2011,11,2796,1170 MARKET ST,The Art Institute of California,MARKET,PARCEL,5,10,,"(37.7794969478, -122.414301008)"
2014,7,2797,3930 JUDAH ST,Other Avenues Food Co-op,JUDAH,PARKLET,5,10,,"(37.7607419475, -122.504339008)"
2012,0,2798,1355 MARKET ST,Twitter,MARKET,PARCEL,100,200,,"(37.7767359482, -122.416395009)"
2008,9,2799,55 MUSIC CONCOURSE DR,California Academy of Sciences,MUSIC CONCOURSE and NANCY PELOSI DR,PARCEL,44,88,,"(37.7698829175, -122.466863309)"
2005,0,2800,600 16TH ST,UCSF Mission Bay Genentech Hall,CAMPUS LANE,PARCEL,48,48,,"(37.7676299479, -122.392410009)"
0,0,2801,333 POST ST,Union Square,POST,PARCEL,14,28,,"(37.7879309479, -122.407500008)"
2005,0,2802,600 16TH ST,UCSF Mission Bay Genentech Hall,CAMPUS LANE,PARCEL,5,25,,"(37.7675999483, -122.392790009)"
2005,0,2803,1675 OWENS ST,UCSF Mission Bay William J. Rutter Community Center,OWENS ST,PARCEL,20,20,,"(37.7684199477, -122.392620009)"
2007,0,2804,110 BARTLETT ST,CCSF Mission,22ND ST and BARTLETT,PARCEL,10,20,,"(37.7548467777, -122.420304209)"
0,0,2805,450 CHURCH ST,Everett Middle School,CHURCH,PARCEL,10,20,,"(37.7635419482, -122.429646009)"
0,0,2806,None,Caltrain,22ND ST,PARCEL,9,18,,"(37.7574099478, -122.392370009)"
2012,3,2807,1501 OFARRELL ST,Raphael Weill Child Development Center,ELLIS,PARCEL,8,16,,"(37.7830088782, -122.429504309)"
0,0,2808,451 BERRY ST,Mission Bay Parks Maintenance Facility,BERRY,PARCEL,2,16,,"(37.7714989476, -122.398000009)"
2013,1,2809,None,Golden Gate Park Panhandle Children's Playground,None,PARCEL,6,12,,"(37.7721999482, -122.447940008)"
0,0,2810,850 BRYANT ST,SFPD Southern Station,BRYANT ST,PARCEL,6,12,,"(37.775397948, -122.404389008)"
2013,12,2811,None,Polo Field,None,PARCEL,4,8,,"(37.7682699478, -122.492460009)"
0,0,2812,5 LENOX WAY,West Portal Elementary School and GLO,CLAREMONT,PARCEL,4,8,,"(37.7428739477, -122.464349009)"
0,0,2813,1150 FRANCISCO ST,Galileo HS,FRANCISCO,PARCEL,4,8,,"(37.8037899478, -122.424145009)"
0,0,2814,400 CASTRO ST,UNKNOWN,CASTRO ST,PARCEL,4,8,,"(37.7621947478, -122.435390709)"
2012,3,2815,1501 OFARRELL ST,Rosa Parks Elementary School,ELLIS,PARCEL,4,8,,"(37.7830088782, -122.429504309)"
2009,0,2816,1450 03RD ST,UCSF Mission Bay  Helen Diller Cancer Center Courtyard,03RD ST,PARCEL,2,8,,"(37.7701199481, -122.390160009)"
2005,0,2817,550 GENE FRIEND WAY,UCSF Mission Bay South Street Retail & Bench Area,GENE FRIEND WAY,PARCEL,1,7,,"(37.7687699477, -122.390450008)"
2005,0,2818,550 GENE FRIEND WAY,UCSF Mission Bay South Street Retail & Bench Area,GENE FRIEND WAY,PARCEL,1,7,,"(37.7690199483, -122.389770009)"
2005,0,2819,1675 OWENS ST,UCSF Mission Bay William J. Rutter Community Center,OWENS ST,PARCEL,6,6,,"(37.7680999479, -122.393140009)"
2005,0,2820,1500 OWENS ST,UCSF Mission Bay Orthopedic Institute,OWENS ST,PARCEL,4,6,,"(37.7685213975, -122.396375808)"
2013,0,2821,1020 MARKET ST,Show Dogs Sausages,MARKET,PARCEL,3,6,,"(37.7820439483, -122.410989008)"
2010,0,2822,1300 MCALLISTER ST,residential,MCALLISTER,PARCEL,1,6,,"(37.7786119178, -122.433620108)"
2013,10,2823,851 38TH AVE,Cabrillo Playground,39TH AVE,PARCEL,1,5,,"(37.7728666781, -122.498702209)"
0,0,2824,300 BARTLETT ST,Mission Library,BARTLETT,PARCEL,1,5,,"(37.7519714981, -122.419841109)"
2015,0,2825,307 OCTAVIA ST,multiple,HICKORY ST,PARCEL,2,4,,"(37.7751199482, -122.425040008)"
0,0,2826,None,Potrero Del Sol Park,SAN BRUNO,PARCEL,2,4,,"(37.7509999475, -122.404370008)"
2014,0,2827,736 DIVISADERO ST,The Mill,DIVISADERO,PARKLET,2,4,,"(37.7764729277, -122.437716109)"
0,0,2828,1515 SLOAT BLVD,Lakeshore Plaza Shopping Center and Lucky Supermarket,SLOAT,PARCEL,1,2,,"(37.7330062981, -122.489585909)"
0,0,2829,1533 SLOAT BLVD,Lakeshore Plaza Shopping Center and  Big 5 Sporting Goods,SLOAT,PARCEL,1,2,,"(37.7329396783, -122.490737609)"
0,0,2830,3555 19TH ST,Mission Playground,19TH ST,PARCEL,1,2,,"(37.7593047877, -122.422387509)"
0,0,2831,1 EMBARCADERO CENTER,1 Embarcadero Center,CLAY,GARAGE,7,14,,"(37.7946437981, -122.399644308)"
2013,9,2832,42 HOFF ST,16th & Hoff Garage,HOFF,GARAGE,3,6,,"(37.7643078581, -122.420604609)"
0,0,2833,2 EMBARCADERO CENTER,2 Embarcadero Center,CLAY,GARAGE,7,14,,"(37.7950219481, -122.398749008)"
0,0,2834,3 EMBARCADERO CENTER,3 Embarcadero Center,CLAY,GARAGE,7,14,,"(37.7951319478, -122.396014008)"
0,0,2835,4 EMBARCADERO CENTER,4 Embarcadero Center,CLAY,GARAGE,7,14,,"(37.7949599481, -122.396318009)"
0,0,2836,1 SOUTH VAN NESS AVE,Bank of America and SFMTA Headquarters,11TH ST,GARAGE,7,14,,"(37.7748619483, -122.418581009)"
2014,4,2837,355 MCALLISTER ST,Civic Center Garage,MCALLISTER,GARAGE,21,42,,"(37.7802873177, -122.417838508)"
2015,6,2838,123 O'FARRELL ST,Ellis O'Farrell Garage,O'FARRELL,GARAGE,16,32,,"(37.7864978982, -122.406780008)"
2014,3,2839,833 MISSION ST,Fifth & Mission Garage,MISSION,GARAGE,21,26,,"(37.7833709479, -122.405069009)"
0,0,2840,250 CLAY ST,Golden Gateway Garage,CLAY,GARAGE,23,46,,"(37.795305908, -122.398575809)"
0,0,2841,1610 GEARY BLVD,Japan Center,GEARY,GARAGE,14,28,,"(37.7848912279, -122.429788109)"
2014,2,2842,2055 LOMBARD ST,Lombard Garage,LOMBARD,GARAGE,5,10,,"(37.7998070275, -122.435280209)"
2013,10,2843,3255 21ST ST,Mission Bartlett Garage,21ST,GARAGE,9,18,,"(37.7568961275, -122.420070308)"
0,0,2844,255 3RD ST,Moscone Center,3RD,GARAGE,19,38,,"(37.7846249483, -122.399484009)"
2015,6,2845,735 VALLEJO ST,North Beach Garage,VALLEJO,GARAGE,8,16,,"(37.7984204177, -122.409483608)"
2015,1,2846,360 GROVE ST,Performing Arts Garage,GROVE,GARAGE,12,24,,"(37.7779640982, -122.422530108)"
0,0,2847,1399 BUSH ST,Polk Bush Garage,BUSH,GARAGE,0,0,,"(37.788637518, -122.420243609)"
2015,5,2848,733 KEARNY ST,Portsmouth Garage,KEARNY,GARAGE,7,14,,"(37.7947094283, -122.404933909)"
0,0,2849,2500 24TH ST,SF General Hospital Garage,24TH,GARAGE,8,16,,"(37.753188098, -122.404398708)"
2014,5,2850,433 KEARNY ST,St. Mary's Garage,KEARNY,GARAGE,10,20,,"(37.7919987178, -122.404372109)"
0,0,2851,444 STOCKTON ST,Sutter Stockton Garage,STOCKTON,GARAGE,7,14,,"(37.7898662675, -122.406950409)"
2005,0,2852,1630 03RD ST,UCSF Mission Bay and 3rd St Garage,03RD ST,GARAGE CAGE,82,164,,"(37.7685199476, -122.389610009)"
2005,0,2853,1625 OWENS ST,UCSF Mission Bay and Owens St Garage,OWENS ST,GARAGE CAGE,26,52,,"(37.7682799481, -122.393950009)"
2012,0,2854,2420 SUTTER ST,UCSF Mount Zion,SUTTER,GARAGE,15,30,,"(37.7854429483, -122.440590008)"
0,0,2855,333 POST ST,Union Square Garage,POST,GARAGE,10,20,,"(37.7883621181, -122.407306909)"
0,0,2856,766 VALLEJO ST,Vallejo Street Garage,VALLEJO,GARAGE,0,0,,"(37.7985381979, -122.409658809)"
2015,8,2881,261 SOUTH VAN NESS AVE,10th Planet Jiu Jitsu,SOUTH VAN NESS AVE,SIDEWALK,2,4,,"(37.7690251248, -122.417713753)"
2015,10,2882,255 KANSAS ST,16th & Kansas Streets Building LLC,KANSAS,SIDEWALK,2,4,,"(37.766614222, -122.403622651)"
2015,10,2883,223 MISSISSIPPI ST SUITE #2,4SP Films,MISSISSIPPI ST,SIDEWALK,2,4,,"(37.7636682504, -122.394608299)"
2015,10,2884,119 07TH ST,6th on 7th Gallery,07TH ST,SIDEWALK,2,4,,"(37.7788515636, -122.410369476)"
2015,10,2886,1045 Sansome Street,Abbott Corp,SANSOME,SIDEWALK,4,8,,"(37.7997945471, -122.402602287)"
2015,12,2887,1127 MARKET ST,ACT Theater,MARKET,SIDEWALK,6,12,,"(37.7799185647, -122.413048057)"
2015,10,2888,610 GEARY ST,Adante Hotel (Salama Halal Meat),GEARY ST,SIDEWALK,1,2,,"(37.7867760459, -122.413395555)"
2015,11,2889,2550 MISSION ST,Alamo Draft House,MISSION ST,ROADWAY,6,12,,"(37.7562205613, -122.418922269)"
2015,9,2890,709 FILLMORE ST,Alamo Square Café,FILLMORE,SIDEWALK,1,2,,"(37.7759272437, -122.43131708)"
2015,8,2891,185 ARKANSAS ST,Alison Events,ARKANSAS ST,SIDEWALK,1,2,,"(37.7639558927, -122.398527591)"
2015,9,2892,2722 HYDE ST A,Art Attack SF,HYDE ST,SIDEWALK,2,4,,"(37.8059621061, -122.420342853)"
2015,9,2893,592 03RD ST,AvantBarre,03RD ST; BRANNAN ST,SIDEWALK,2,4,,"(37.780203488, -122.394571471)"
2015,10,2894,1837 PACIFIC AVE,Avenue Fine Food Market,PACIFIC,SIDEWALK,1,2,,"(37.794465738, -122.425487654)"
2015,10,2895,2559 VAN NESS AVE,Basecamp Fitness,VAN NESS AVE,SIDEWALK,5,10,,"(37.7990852501, -122.42429486)"
2015,10,2896,1628 POST ST,Bay Jiu-Jitsu,POST ST,SIDEWALK,2,4,,"(37.7857912447, -122.428663899)"
2015,8,2897,3174 MISSION ST,Bay Jiu-Jitsu,MISSION ST,SIDEWALK,2,4,,"(37.7463296243, -122.41952357)"
2015,11,2898,1400-1598 John F Kennedy Dr.,Beach Chalet Athletic Fields - Golden Gate Park,JFK DRIVE,PARCEL,38,76,,"(37.7707357317, -122.492564101)"
2015,9,2899,201 STEINER ST,Bean There Café,STEINER ST; WALLER ST,SIDEWALK,2,4,,"(37.7709725081, -122.432005767)"
2015,8,2900,2390 MISSION ST,Bikram Yoga,MISSION,SIDEWALK,1,2,,"(37.7588033801, -122.419168427)"
2015,10,2901,912 SUTTER ST,Bite,SUTTER,SIDEWALK,1,2,,"(37.7884301835, -122.415450494)"
2015,12,2902,1145 FOLSOM ST,Bloodhound,FOLSOM,SIDEWALK,2,4,,"(37.7758696184, -122.408848442)"
2015,10,2903,1074 FOLSOM ST,Body Mechanix Fitness Cooperative,FOLSOM,SIDEWALK,1,2,,"(37.7772912975, -122.407293997)"
2015,8,2904,619 MARKET ST,Boudin Bakery & Café,MARKET ST,SIDEWALK,2,4,,"(37.7888649648, -122.401700755)"
2015,10,2905,BUENA VISTA PARK EAST AND DUBOCE ST,Buena Vista Park,BUENA VISTA PARK EAST,SIDEWALK,2,4,,"(37.7707908504, -122.44030782)"
2015,10,2906,Southwest corner of intersection at Lyon and Haight,Buena vista park 2,HAIGHT ST,SIDEWALK,1,2,,"(37.7705697511, -122.442036636)"
2015,10,2907,Southeast corner of Haight and buena vista west,Buena vista park 3,HAIGHT ST,SIDEWALK,2,4,,"(37.7704117402, -122.443271727)"
2015,11,2908,1632 MARKET ST,Burn SF,MARKET ST,SIDEWALK,2,4,,"(37.7739257848, -122.421040182)"
2015,10,2909,160 7TH ST,Caffe Moda,07TH ST,SIDEWALK,1,2,,"(37.7784246616, -122.410077865)"
2015,10,2910,77 MCALLISTER ST,California Bakery,MCALLISTER,SIDEWALK,1,2,,"(37.7808926247, -122.413449986)"
2015,10,2911,498 Jefferson Street,Capurro's Restaurant and Bar,JEFFERSON,SIDEWALK,7,14,,"(37.8076692188, -122.42072061)"
2015,9,2912,61 GOUGH ST,Cardio Barre,GOUGH ST; HAIGHT ST,SIDEWALK,2,4,,"(37.7731611601, -122.42233072)"
2015,11,2913,1616 Mission Street,CCSF Real Estate,MISSION,GARAGE,12,24,,"(37.7725549791, -122.418950837)"
2015,9,2914,1144 HOWARD ST,Cellarmaker Brewing Company,HOWARD ST,SIDEWALK,2,4,,"(37.7771957285, -122.410516857)"
2015,10,2915,1696 HAYES ST,Central Coffee,HAYES ST,SIDEWALK,4,8,,"(37.774232522, -122.444350347)"
2015,9,2916,155 BRANNAN ST,Cetana Salon Spa,BRANNAN ST,SIDEWALK,2,4,,"(37.7838869696, -122.389390375)"
2015,11,2917,670 COMMERCIAL ST,Chapel Hill Coffee,COMMERCIAL ST,ROADWAY,6,12,,"(37.7941523726, -122.404239686)"
2015,8,2918,525 MARKET ST,Chipotle,MARKET,SIDEWALK,1,2,,"(37.7904893013, -122.399634378)"
2015,8,2919,251 CLEMENT ST,City & County Bicycle Co.,CLEMENT ST,SIDEWALK,2,4,,"(37.7829988179, -122.461761631)"
2015,10,2920,3960 IRVING ST,Clancey's Market & Deli,IRVING,SIDEWALK,2,4,,"(37.7626142357, -122.500293818)"
2015,9,2921,837 JONES ST,Clark's Unicorn Emporium,JONES ST,SIDEWALK,1,2,,"(37.7889417994, -122.413710257)"
2015,10,2922,564 04TH ST,Cockscomb Restaurant,4TH ST,SIDEWALK,2,4,,"(37.7787567571, -122.397197823)"
2015,8,2923,70 04TH ST,Cole Hardware,04TH ST,SIDEWALK,0,0,,"(37.7848524066, -122.404854344)"
2015,9,2924,560 MISSION ST,CommonWealth Partners,ANTHONY ST,SIDEWALK,2,4,,"(37.7888522685, -122.398869723)"
2015,10,2925,2430 MISSION ST,Community Trust,MISSION ST,SIDEWALK,1,2,,"(37.7581646385, -122.419107666)"
2015,10,2926,215 FREMONT ST,Core Power Yoga,FREMONT,SIDEWALK,1,2,,"(37.7890875302, -122.394851197)"
2015,10,2927,1901 FILLMORE ST,Crossroads Trading Co.,FILLMORE ST; BUSH ST,SIDEWALK,2,4,,"(37.7870286808, -122.433561364)"
2015,9,2928,1725 UNION ST,Crunch Fitness,UNION ST,SIDEWALK,2,4,,"(37.7980173088, -122.427696541)"
2015,10,2929,2324 CHESTNUT ST,Crunch Fitness,CHESTNUT ST,SIDEWALK,2,4,,"(37.8002077093, -122.441638497)"
2015,8,2930,659 VALENCIA ST,Curry Up Now,VALENCIA,SIDEWALK,2,4,,"(37.762269812, -122.42155889)"
2015,9,2931,499 HAIGHT ST,CVS,HAIGHT ST,SIDEWALK,2,4,,"(37.7720516365, -122.430384492)"
2015,9,2932,150 KEARNY ST,db shoes (Jamba Juice),KEARNY ST,SIDEWALK,2,4,,"(37.7895026625, -122.403699749)"
2015,10,2933,124 MONTGOMERY ST,Deli & …,MONTGOMERY ST,SIDEWALK,1,2,,"(37.7902969432, -122.402167103)"
2015,10,2934,3360 20TH ST,DIY Co,20TH ST,SIDEWALK,2,4,,"(37.7588887317, -122.416045946)"
2015,8,2935,991 TENNESSEE ST,Dogpatch Studios,TENNESSEE ST,SIDEWALK,2,4,,"(37.7592785011, -122.389304131)"
2015,12,2936,188 SPEAR ST,Dr. Berd DDS,SPEAR ST,SIDEWALK,1,2,,"(37.7914219398, -122.392792499)"
2015,8,2937,388 GUERRERO ST,Ele Ela Nail Salon,GUERRERO,SIDEWALK,2,4,,"(37.7649802506, -122.424269589)"
2015,8,2938,986 MARKET ST,Equator Coffee,MARKET,SIDEWALK,4,8,,"(37.7825898125, -122.410053562)"
2015,8,2939,1355 MARKET ST,Fitness SF,10TH ST,SIDEWALK,4,8,,"(37.7768940923, -122.416867153)"
2015,10,2940,250 MONTGOMERY ST,Flagship Crossfit,MONTGOMERY,SIDEWALK,2,4,,"(37.7914586822, -122.402405518)"
2015,10,2941,839 LARKIN ST,Fleet Wood,LARKIN,SIDEWALK,3,6,,"(37.7857576183, -122.418119263)"
2015,10,2942,150 BROADWAY ST,For a Thinkspace,BROADWAY,SIDEWALK,2,4,,"(37.7987258504, -122.400500507)"
2015,10,2943,1155 PAGE ST,French American School,PAGE,SIDEWALK,2,4,,"(37.7718117928, -122.439801068)"
2015,10,2944,1600 MARKET ST,Golden Gate Urgent Care,MARKET ST; PAGE ST,SIDEWALK,2,4,,"(37.7740793485, -122.420737939)"
2015,9,2945,2721 HYDE ST,Grandeho's Kamekyo,HYDE ST,SIDEWALK,2,4,,"(37.8059222185, -122.420510045)"
2015,11,2946,2263 UNION ST,Green Twig Salon,UNION,SIDEWALK,1,2,,"(37.7968951828, -122.436518769)"
2015,10,2947,360 6TH ST,Gsquared,6TH ST,SIDEWALK,2,4,,"(37.7776904015, -122.404722942)"
2015,11,2948,2111 Harrison Street,Gus's Community Market,HARRISON,SIDEWALK,7,14,,"(37.7638254637, -122.41290614)"
2015,10,2949,371 10th Street,Hampton Creek,10TH ST,SIDEWALK,2,4,,"(37.7719423741, -122.411618852)"
2015,8,2950,333 WEST PORTAL AVE,Harmony Audio Video,WEST PORTAL,SIDEWALK,2,4,,"(37.7374638915, -122.469513611)"
2015,10,2951,57 HARTFORD ST,Hartford Street Zen Center,HARTFORD,SIDEWALK,1,2,,"(37.7616559645, -122.433899321)"
2015,10,2952,191 08TH ST,Harvest Urban Market,08TH ST,SIDEWALK,1,2,,"(37.7764716177, -122.411805151)"
2015,10,2953,1801 BUSH ST,Healing Arts Building,BUSH ST,SIDEWALK,3,6,,"(37.7877932443, -122.426913937)"
2015,12,2954,121 SPEAR ST,Hudson Rincon Center,SPEAR ST,SIDEWALK,4,8,,"(37.7923185276, -122.393670933)"
2015,10,2955,1040 MARIPOSA ST,Hwy1/PCH,MARIPOSA,SIDEWALK,2,4,,"(37.7640710468, -122.394154292)"
2015,10,2956,210 MISSISSIPPI ST,Infield Design,MISSISSIPPI ST,SIDEWALK,2,4,,"(37.7638044681, -122.394793867)"
2015,10,2957,1362 POST ST,Intercultural Institute of California (ICC),POST ST,SIDEWALK,2,4,,"(37.7863464678, -122.424267912)"
2015,8,2958,1610 BUSH ST,Intercultural Institute of California (ICC),BUSH ST,SIDEWALK,1,2,,"(37.7883260809, -122.423827833)"
2015,10,2959,300 FUNSTON AVE,Internet Archive,FUNSTON,SIDEWALK,4,8,,"(37.7825476667, -122.471837705)"
2015,11,2960,294 09TH ST,Kama Sushi,09TH ST,SIDEWALK,1,2,,"(37.7737828136, -122.411758782)"
2015,10,2961,4001 18th St,Kasa Indian,NOE ST,SIDEWALK,1,2,,"(37.7609557924, -122.43283351)"
2015,8,2962,2948 FOLSOM ST,La Cocina,FOLSOM ST,SIDEWALK,1,2,,"(37.7501183244, -122.413949113)"
2015,9,2963,735 FELL ST,La Scuola,FELL ST,SIDEWALK,2,4,,"(37.7749741267, -122.429951517)"
2015,11,2964,401 Euclid Ave,Laurel Hill Nursery School,EUCLID AVE,SIDEWALK,2,4,,"(37.784000563, -122.452861322)"
2015,10,2965,3645 LAWTON STREET,Lawton Trading Post,LAWTON ST,SIDEWALK,2,4,,"(37.7567968517, -122.501869181)"
2015,10,2966,1263 LEAVENWORTH ST,Lebeau Nob Hill Market,LEAVENWORTH ST,SIDEWALK,2,4,,"(37.7926772336, -122.416145322)"
2015,11,2967,50 FELL ST,LePort Montessori School,FELL,SIDEWALK,4,8,,"(37.7765675565, -122.41851839)"
2015,9,2968,225 BUSH ST,Lithium Technologies (14th Floor),BUSH ST,SIDEWALK,2,4,,"(37.7910618025, -122.401155667)"
2015,10,2969,445 HAMPSHIRE ST,Little Mission Studio,HAMPSHIRE ST,SIDEWALK,2,4,,"(37.7638470781, -122.408296172)"
2015,11,2970,807 LINCOLN WAY,Little Shamrock,LINCOLN WAY,SIDEWALK,1,2,,"(37.7658325692, -122.46649784)"
2015,11,2971,240 POWELL ST,LUSH Handmade Cosmetics,POWELL ST,SIDEWALK,1,2,,"(37.786818198, -122.408042815)"
2015,10,2972,2505 03RD ST,Magnolia Brewery,03RD ST,SIDEWALK,3,6,,"(37.7578449631, -122.38816338)"
2015,10,2973,555 MARKET ST,Market Center,MARKET ST,SIDEWALK,4,8,,"(37.7899800904, -122.400282179)"
2015,11,2974,3430 20TH ST,Mary's Barber and Beauty Shop,20TH ST,SIDEWALK,1,2,,"(37.7587969059, -122.417566702)"
2015,10,2975,720 MARKET ST,Mazarine Coffee LLC,MARKET,SIDEWALK,2,4,,"(37.7873434658, -122.404028132)"
2015,10,2976,3080 16TH ST,Mission Hiring Hall,16TH ST,SIDEWALK,2,4,,"(37.7650115522, -122.421562455)"
2015,9,2977,801 GREENWICH ST,Modern Eden Gallery,GREENWICH ST; MASON ST,SIDEWALK,2,4,,"(37.8018274054, -122.412873341)"
2015,8,2978,685 MARKET ST,Monadnock Building,MARKET,SIDEWALK,4,8,,"(37.7876942834, -122.403182793)"
2015,8,2979,601 ALABAMA ST,Mosaica,ALABAMA ST,SIDEWALK,3,6,,"(37.7616150678, -122.411973583)"
2015,10,2980,699 22ND ST,Mr. and Mrs. Miscellaneous,22ND ST,SIDEWALK,2,4,,"(37.7578779955, -122.388292128)"
2015,10,2981,370 GROVE ST,Muka,GROVE ST,SIDEWALK,2,4,,"(37.7779493772, -122.422701115)"
2015,11,2982,2118 CLEMENT STREET,My Little Learning Tree,CLEMENT ST,SIDEWALK,2,4,,"(37.7822171047, -122.481895015)"
2015,8,2983,564 SOUTH VAN NESS AVE,Nano Café,SOUTH VAN NESS AVE,SIDEWALK,1,2,,"(37.7641452495, -122.417486767)"
2015,9,2984,301 SOUTH VAN NESS AVE,New Central Café/Simon's 301,14TH ST,SIDEWALK,2,4,,"(37.7683675331, -122.417724437)"
2015,10,2985,1802 BUSH ST,Octavia,OCTAVIA ST,SIDEWALK,1,2,,"(37.7879247546, -122.426973258)"
2015,10,2986,1701 OCTAVIA ST,Octavia,OCTAVIA ST,SIDEWALK,2,4,,"(37.7878700176, -122.426966133)"
2015,8,2987,1737 BALBOA ST,Orson's Belly,BALBOA ST,SIDEWALK,2,4,,"(37.7765620527, -122.477374104)"
2015,8,2988,3223 ORTEGA ST,Ortega Branch Library,ORTEGA ST,SIDEWALK,3,6,,"(37.7513518164, -122.498037391)"
2015,11,2989,3071 16th St,Pancho Villa Taqueria,16TH ST,SIDEWALK,2,4,,"(37.7648956908, -122.42120076)"
2015,10,2990,854 STANYAN ST,Past Perfect,STANYAN,SIDEWALK,1,2,,"(37.766808443, -122.452988184)"
2015,9,2991,199 MISSISSIPPI ST,Pawtrero Bathhouse and Feed Company,MISSISSIPPI ST,SIDEWALK,2,4,,"(37.7640125563, -122.394639208)"
2015,9,2992,432 CLAY ST,Perricone,CLAY ST,SIDEWALK,2,4,,"(37.7950029211, -122.400736277)"
2015,10,2993,144 TAYLOR ST,PianoFight,TAYLOR ST,SIDEWALK,2,4,,"(37.7836490102, -122.410777056)"
2015,10,2994,2800 24TH ST,Pop's Bar,YORK,SIDEWALK,2,4,,"(37.7529241046, -122.408236964)"
